"MTU (CET/CEST)","Day-ahead Price [EUR/MWh]","Currency"
"04.05.2024 07:00 - 04.05.2024 08:00","39.27","EUR"
"04.05.2024 08:00 - 04.05.2024 09:00","38.09","EUR"
"04.05.2024 09:00 - 04.05.2024 10:00","36.5","EUR"
"04.05.2024 10:00 - 04.05.2024 11:00","30.2","EUR"
"04.05.2024 11:00 - 04.05.2024 12:00","24.33","EUR"
"04.05.2024 12:00 - 04.05.2024 13:00","14.53","EUR"
"04.05.2024 13:00 - 04.05.2024 14:00","13.34","EUR"
"04.05.2024 14:00 - 04.05.2024 15:00","25.4","EUR"
"04.05.2024 15:00 - 04.05.2024 16:00","30.01","EUR"
"04.05.2024 16:00 - 04.05.2024 17:00","32.61","EUR"
"04.05.2024 17:00 - 04.05.2024 18:00","34.59","EUR"
"04.05.2024 18:00 - 04.05.2024 19:00","33.13","EUR"
"04.05.2024 19:00 - 04.05.2024 20:00","30.0","EUR"
"04.05.2024 20:00 - 04.05.2024 21:00","28.65","EUR"
"04.05.2024 21:00 - 04.05.2024 22:00","25.33","EUR"
"04.05.2024 22:00 - 04.05.2024 23:00","22.9","EUR"
"04.05.2024 23:00 - 05.05.2024 00:00","26.36","EUR"
"05.05.2024 00:00 - 05.05.2024 01:00","27.82","EUR"
"05.05.2024 01:00 - 05.05.2024 02:00","28.09","EUR"
"05.05.2024 02:00 - 05.05.2024 03:00","28.42","EUR"
"05.05.2024 03:00 - 05.05.2024 04:00","29.39","EUR"
"05.05.2024 04:00 - 05.05.2024 05:00","29.04","EUR"
"05.05.2024 05:00 - 05.05.2024 06:00","31.32","EUR"
"05.05.2024 06:00 - 05.05.2024 07:00","34.54","EUR"
"05.05.2024 07:00 - 05.05.2024 08:00","35.72","EUR"
"05.05.2024 08:00 - 05.05.2024 09:00","25.63","EUR"
"05.05.2024 09:00 - 05.05.2024 10:00","9.33","EUR"
"05.05.2024 10:00 - 05.05.2024 11:00","3.7","EUR"
"05.05.2024 11:00 - 05.05.2024 12:00","3.27","EUR"
"05.05.2024 12:00 - 05.05.2024 13:00","2.0","EUR"
"05.05.2024 13:00 - 05.05.2024 14:00","1.9","EUR"
"05.05.2024 14:00 - 05.05.2024 15:00","4.27","EUR"
"05.05.2024 15:00 - 05.05.2024 16:00","4.9","EUR"
"05.05.2024 16:00 - 05.05.2024 17:00","32.0","EUR"
"05.05.2024 17:00 - 05.05.2024 18:00","37.71","EUR"
"05.05.2024 18:00 - 05.05.2024 19:00","38.48","EUR"
"05.05.2024 19:00 - 05.05.2024 20:00","34.71","EUR"
"05.05.2024 20:00 - 05.05.2024 21:00","33.09","EUR"
"05.05.2024 21:00 - 05.05.2024 22:00","29.96","EUR"
"05.05.2024 22:00 - 05.05.2024 23:00","24.11","EUR"
"05.05.2024 23:00 - 06.05.2024 00:00","26.92","EUR"
"06.05.2024 00:00 - 06.05.2024 01:00","25.74","EUR"
"06.05.2024 01:00 - 06.05.2024 02:00","25.16","EUR"
"06.05.2024 02:00 - 06.05.2024 03:00","24.95","EUR"
"06.05.2024 03:00 - 06.05.2024 04:00","27.89","EUR"
"06.05.2024 04:00 - 06.05.2024 05:00","34.65","EUR"
"06.05.2024 05:00 - 06.05.2024 06:00","84.5","EUR"
"06.05.2024 06:00 - 06.05.2024 07:00","130.26","EUR"
"06.05.2024 07:00 - 06.05.2024 08:00","100.46","EUR"
"06.05.2024 08:00 - 06.05.2024 09:00","85.67","EUR"
"06.05.2024 09:00 - 06.05.2024 10:00","71.92","EUR"
"06.05.2024 10:00 - 06.05.2024 11:00","64.27","EUR"
"06.05.2024 11:00 - 06.05.2024 12:00","64.17","EUR"
"06.05.2024 12:00 - 06.05.2024 13:00","60.87","EUR"
"06.05.2024 13:00 - 06.05.2024 14:00","59.4","EUR"
"06.05.2024 14:00 - 06.05.2024 15:00","48.55","EUR"
"06.05.2024 15:00 - 06.05.2024 16:00","48.5","EUR"
"06.05.2024 16:00 - 06.05.2024 17:00","49.97","EUR"
"06.05.2024 17:00 - 06.05.2024 18:00","67.91","EUR"
"06.05.2024 18:00 - 06.05.2024 19:00","70.04","EUR"
"06.05.2024 19:00 - 06.05.2024 20:00","69.42","EUR"
"06.05.2024 20:00 - 06.05.2024 21:00","60.05","EUR"
"06.05.2024 21:00 - 06.05.2024 22:00","48.52","EUR"
"06.05.2024 22:00 - 06.05.2024 23:00","35.15","EUR"
"06.05.2024 23:00 - 07.05.2024 00:00","35.46","EUR"
"07.05.2024 00:00 - 07.05.2024 01:00","35.05","EUR"
"07.05.2024 01:00 - 07.05.2024 02:00","34.81","EUR"
"07.05.2024 02:00 - 07.05.2024 03:00","34.74","EUR"
"07.05.2024 03:00 - 07.05.2024 04:00","35.19","EUR"
"07.05.2024 04:00 - 07.05.2024 05:00","50.73","EUR"
"07.05.2024 05:00 - 07.05.2024 06:00","114.24","EUR"
"07.05.2024 06:00 - 07.05.2024 07:00","209.05","EUR"
"07.05.2024 07:00 - 07.05.2024 08:00","112.66","EUR"
"07.05.2024 08:00 - 07.05.2024 09:00","91.75","EUR"
"07.05.2024 09:00 - 07.05.2024 10:00","82.62","EUR"
"07.05.2024 10:00 - 07.05.2024 11:00","69.91","EUR"
"07.05.2024 11:00 - 07.05.2024 12:00","55.31","EUR"
"07.05.2024 12:00 - 07.05.2024 13:00","47.01","EUR"
"07.05.2024 13:00 - 07.05.2024 14:00","40.05","EUR"
"07.05.2024 14:00 - 07.05.2024 15:00","36.41","EUR"
"07.05.2024 15:00 - 07.05.2024 16:00","35.53","EUR"
"07.05.2024 16:00 - 07.05.2024 17:00","35.31","EUR"
"07.05.2024 17:00 - 07.05.2024 18:00","51.79","EUR"
"07.05.2024 18:00 - 07.05.2024 19:00","130.64","EUR"
"07.05.2024 19:00 - 07.05.2024 20:00","115.0","EUR"
"07.05.2024 20:00 - 07.05.2024 21:00","99.95","EUR"
"07.05.2024 21:00 - 07.05.2024 22:00","32.89","EUR"
"07.05.2024 22:00 - 07.05.2024 23:00","25.0","EUR"
"07.05.2024 23:00 - 08.05.2024 00:00","24.45","EUR"
"08.05.2024 00:00 - 08.05.2024 01:00","29.45","EUR"
"08.05.2024 01:00 - 08.05.2024 02:00","34.0","EUR"
"08.05.2024 02:00 - 08.05.2024 03:00","48.01","EUR"
"08.05.2024 03:00 - 08.05.2024 04:00","52.26","EUR"
"08.05.2024 04:00 - 08.05.2024 05:00","89.63","EUR"
"08.05.2024 05:00 - 08.05.2024 06:00","223.01","EUR"
"08.05.2024 06:00 - 08.05.2024 07:00","298.55","EUR"
"08.05.2024 07:00 - 08.05.2024 08:00","249.99","EUR"
"08.05.2024 08:00 - 08.05.2024 09:00","159.15","EUR"
"08.05.2024 09:00 - 08.05.2024 10:00","150.0","EUR"
"08.05.2024 10:00 - 08.05.2024 11:00","149.09","EUR"
"08.05.2024 11:00 - 08.05.2024 12:00","91.71","EUR"
"08.05.2024 12:00 - 08.05.2024 13:00","86.79","EUR"
"08.05.2024 13:00 - 08.05.2024 14:00","66.36","EUR"
"08.05.2024 14:00 - 08.05.2024 15:00","68.53","EUR"
"08.05.2024 15:00 - 08.05.2024 16:00","122.27","EUR"
"08.05.2024 16:00 - 08.05.2024 17:00","143.78","EUR"
"08.05.2024 17:00 - 08.05.2024 18:00","224.78","EUR"
"08.05.2024 18:00 - 08.05.2024 19:00","187.7","EUR"
"08.05.2024 19:00 - 08.05.2024 20:00","179.92","EUR"
"08.05.2024 20:00 - 08.05.2024 21:00","190.0","EUR"
"08.05.2024 21:00 - 08.05.2024 22:00","232.34","EUR"
"08.05.2024 22:00 - 08.05.2024 23:00","168.02","EUR"
"08.05.2024 23:00 - 09.05.2024 00:00","89.44","EUR"
"09.05.2024 00:00 - 09.05.2024 01:00","53.08","EUR"
"09.05.2024 01:00 - 09.05.2024 02:00","29.92","EUR"
"09.05.2024 02:00 - 09.05.2024 03:00","25.9","EUR"
"09.05.2024 03:00 - 09.05.2024 04:00","25.69","EUR"
"09.05.2024 04:00 - 09.05.2024 05:00","25.75","EUR"
"09.05.2024 05:00 - 09.05.2024 06:00","38.25","EUR"
"09.05.2024 06:00 - 09.05.2024 07:00","114.29","EUR"
"09.05.2024 07:00 - 09.05.2024 08:00","85.4","EUR"
"09.05.2024 08:00 - 09.05.2024 09:00","42.05","EUR"
"09.05.2024 09:00 - 09.05.2024 10:00","20.01","EUR"
"09.05.2024 10:00 - 09.05.2024 11:00","20.01","EUR"
"09.05.2024 11:00 - 09.05.2024 12:00","5.55","EUR"
"09.05.2024 12:00 - 09.05.2024 13:00","0.44","EUR"
"09.05.2024 13:00 - 09.05.2024 14:00","0.0","EUR"
"09.05.2024 14:00 - 09.05.2024 15:00","0.0","EUR"
"09.05.2024 15:00 - 09.05.2024 16:00","3.08","EUR"
"09.05.2024 16:00 - 09.05.2024 17:00","19.99","EUR"
"09.05.2024 17:00 - 09.05.2024 18:00","19.95","EUR"
"09.05.2024 18:00 - 09.05.2024 19:00","9.42","EUR"
"09.05.2024 19:00 - 09.05.2024 20:00","4.69","EUR"
"09.05.2024 20:00 - 09.05.2024 21:00","2.63","EUR"
"09.05.2024 21:00 - 09.05.2024 22:00","1.25","EUR"
"09.05.2024 22:00 - 09.05.2024 23:00","-0.01","EUR"
"09.05.2024 23:00 - 10.05.2024 00:00","3.14","EUR"
"10.05.2024 00:00 - 10.05.2024 01:00","0.31","EUR"
"10.05.2024 01:00 - 10.05.2024 02:00","-0.06","EUR"
"10.05.2024 02:00 - 10.05.2024 03:00","-0.16","EUR"
"10.05.2024 03:00 - 10.05.2024 04:00","-0.59","EUR"
"10.05.2024 04:00 - 10.05.2024 05:00","-0.16","EUR"
"10.05.2024 05:00 - 10.05.2024 06:00","0.39","EUR"
"10.05.2024 06:00 - 10.05.2024 07:00","2.86","EUR"
"10.05.2024 07:00 - 10.05.2024 08:00","4.17","EUR"
"10.05.2024 08:00 - 10.05.2024 09:00","4.17","EUR"
"10.05.2024 09:00 - 10.05.2024 10:00","3.91","EUR"
"10.05.2024 10:00 - 10.05.2024 11:00","1.96","EUR"
"10.05.2024 11:00 - 10.05.2024 12:00","0.34","EUR"
"10.05.2024 12:00 - 10.05.2024 13:00","0.01","EUR"
"10.05.2024 13:00 - 10.05.2024 14:00","0.02","EUR"
"10.05.2024 14:00 - 10.05.2024 15:00","0.5","EUR"
"10.05.2024 15:00 - 10.05.2024 16:00","1.5","EUR"
"10.05.2024 16:00 - 10.05.2024 17:00","4.93","EUR"
"10.05.2024 17:00 - 10.05.2024 18:00","15.41","EUR"
"10.05.2024 18:00 - 10.05.2024 19:00","25.31","EUR"
"10.05.2024 19:00 - 10.05.2024 20:00","25.31","EUR"
"10.05.2024 20:00 - 10.05.2024 21:00","24.79","EUR"
"10.05.2024 21:00 - 10.05.2024 22:00","17.25","EUR"
"10.05.2024 22:00 - 10.05.2024 23:00","1.5","EUR"
"10.05.2024 23:00 - 11.05.2024 00:00","0.0","EUR"
"11.05.2024 00:00 - 11.05.2024 01:00","0.0","EUR"
"11.05.2024 01:00 - 11.05.2024 02:00","0.0","EUR"
"11.05.2024 02:00 - 11.05.2024 03:00","0.01","EUR"
"11.05.2024 03:00 - 11.05.2024 04:00","0.66","EUR"
"11.05.2024 04:00 - 11.05.2024 05:00","6.71","EUR"
"11.05.2024 05:00 - 11.05.2024 06:00","25.16","EUR"
"11.05.2024 06:00 - 11.05.2024 07:00","30.66","EUR"
"11.05.2024 07:00 - 11.05.2024 08:00","33.93","EUR"
"11.05.2024 08:00 - 11.05.2024 09:00","6.97","EUR"
"11.05.2024 09:00 - 11.05.2024 10:00","0.79","EUR"
"11.05.2024 10:00 - 11.05.2024 11:00","0.0","EUR"
"11.05.2024 11:00 - 11.05.2024 12:00","-0.58","EUR"
"11.05.2024 12:00 - 11.05.2024 13:00","-0.88","EUR"
"11.05.2024 13:00 - 11.05.2024 14:00","-0.91","EUR"
"11.05.2024 14:00 - 11.05.2024 15:00","-0.07","EUR"
"11.05.2024 15:00 - 11.05.2024 16:00","2.98","EUR"
"11.05.2024 16:00 - 11.05.2024 17:00","30.92","EUR"
"11.05.2024 17:00 - 11.05.2024 18:00","35.28","EUR"
"11.05.2024 18:00 - 11.05.2024 19:00","37.07","EUR"
"11.05.2024 19:00 - 11.05.2024 20:00","33.47","EUR"
"11.05.2024 20:00 - 11.05.2024 21:00","32.51","EUR"
"11.05.2024 21:00 - 11.05.2024 22:00","28.28","EUR"
"11.05.2024 22:00 - 11.05.2024 23:00","25.21","EUR"
"11.05.2024 23:00 - 12.05.2024 00:00","24.36","EUR"
"12.05.2024 00:00 - 12.05.2024 01:00","19.25","EUR"
"12.05.2024 01:00 - 12.05.2024 02:00","14.22","EUR"
"12.05.2024 02:00 - 12.05.2024 03:00","9.02","EUR"
"12.05.2024 03:00 - 12.05.2024 04:00","4.91","EUR"
"12.05.2024 04:00 - 12.05.2024 05:00","4.11","EUR"
"12.05.2024 05:00 - 12.05.2024 06:00","4.16","EUR"
"12.05.2024 06:00 - 12.05.2024 07:00","4.54","EUR"
"12.05.2024 07:00 - 12.05.2024 08:00","1.48","EUR"
"12.05.2024 08:00 - 12.05.2024 09:00","-1.23","EUR"
"12.05.2024 09:00 - 12.05.2024 10:00","-2.57","EUR"
"12.05.2024 10:00 - 12.05.2024 11:00","-4.07","EUR"
"12.05.2024 11:00 - 12.05.2024 12:00","-5.09","EUR"
"12.05.2024 12:00 - 12.05.2024 13:00","-6.58","EUR"
"12.05.2024 13:00 - 12.05.2024 14:00","-5.16","EUR"
"12.05.2024 14:00 - 12.05.2024 15:00","-2.09","EUR"
"12.05.2024 15:00 - 12.05.2024 16:00","0.24","EUR"
"12.05.2024 16:00 - 12.05.2024 17:00","10.41","EUR"
"12.05.2024 17:00 - 12.05.2024 18:00","92.57","EUR"
"12.05.2024 18:00 - 12.05.2024 19:00","92.57","EUR"
"12.05.2024 19:00 - 12.05.2024 20:00","43.18","EUR"
"12.05.2024 20:00 - 12.05.2024 21:00","84.26","EUR"
"12.05.2024 21:00 - 12.05.2024 22:00","45.0","EUR"
"12.05.2024 22:00 - 12.05.2024 23:00","27.95","EUR"
"12.05.2024 23:00 - 13.05.2024 00:00","26.2","EUR"
"13.05.2024 00:00 - 13.05.2024 01:00","25.25","EUR"
"13.05.2024 01:00 - 13.05.2024 02:00","25.01","EUR"
"13.05.2024 02:00 - 13.05.2024 03:00","24.11","EUR"
"13.05.2024 03:00 - 13.05.2024 04:00","26.36","EUR"
"13.05.2024 04:00 - 13.05.2024 05:00","92.22","EUR"
"13.05.2024 05:00 - 13.05.2024 06:00","250.01","EUR"
"13.05.2024 06:00 - 13.05.2024 07:00","397.98","EUR"
"13.05.2024 07:00 - 13.05.2024 08:00","208.78","EUR"
"13.05.2024 08:00 - 13.05.2024 09:00","177.33","EUR"
"13.05.2024 09:00 - 13.05.2024 10:00","149.99","EUR"
"13.05.2024 10:00 - 13.05.2024 11:00","45.06","EUR"
"13.05.2024 11:00 - 13.05.2024 12:00","50.0","EUR"
"13.05.2024 12:00 - 13.05.2024 13:00","50.0","EUR"
"13.05.2024 13:00 - 13.05.2024 14:00","65.51","EUR"
"13.05.2024 14:00 - 13.05.2024 15:00","130.1","EUR"
"13.05.2024 15:00 - 13.05.2024 16:00","126.1","EUR"
"13.05.2024 16:00 - 13.05.2024 17:00","156.33","EUR"
"13.05.2024 17:00 - 13.05.2024 18:00","200.3","EUR"
"13.05.2024 18:00 - 13.05.2024 19:00","239.99","EUR"
"13.05.2024 19:00 - 13.05.2024 20:00","149.99","EUR"
"13.05.2024 20:00 - 13.05.2024 21:00","143.4","EUR"
"13.05.2024 21:00 - 13.05.2024 22:00","115.44","EUR"
"13.05.2024 22:00 - 13.05.2024 23:00","32.9","EUR"
"13.05.2024 23:00 - 14.05.2024 00:00","127.09","EUR"
"14.05.2024 00:00 - 14.05.2024 01:00","32.9","EUR"
"14.05.2024 01:00 - 14.05.2024 02:00","12.55","EUR"
"14.05.2024 02:00 - 14.05.2024 03:00","9.88","EUR"
"14.05.2024 03:00 - 14.05.2024 04:00","9.78","EUR"
"14.05.2024 04:00 - 14.05.2024 05:00","12.76","EUR"
"14.05.2024 05:00 - 14.05.2024 06:00","36.59","EUR"
"14.05.2024 06:00 - 14.05.2024 07:00","85.08","EUR"
"14.05.2024 07:00 - 14.05.2024 08:00","80.1","EUR"
"14.05.2024 08:00 - 14.05.2024 09:00","90.09","EUR"
"14.05.2024 09:00 - 14.05.2024 10:00","56.03","EUR"
"14.05.2024 10:00 - 14.05.2024 11:00","25.09","EUR"
"14.05.2024 11:00 - 14.05.2024 12:00","7.09","EUR"
"14.05.2024 12:00 - 14.05.2024 13:00","2.41","EUR"
"14.05.2024 13:00 - 14.05.2024 14:00","0.66","EUR"
"14.05.2024 14:00 - 14.05.2024 15:00","0.0","EUR"
"14.05.2024 15:00 - 14.05.2024 16:00","-0.09","EUR"
"14.05.2024 16:00 - 14.05.2024 17:00","1.49","EUR"
"14.05.2024 17:00 - 14.05.2024 18:00","7.76","EUR"
"14.05.2024 18:00 - 14.05.2024 19:00","4.87","EUR"
"14.05.2024 19:00 - 14.05.2024 20:00","1.7","EUR"
"14.05.2024 20:00 - 14.05.2024 21:00","0.24","EUR"
"14.05.2024 21:00 - 14.05.2024 22:00","-0.07","EUR"
"14.05.2024 22:00 - 14.05.2024 23:00","-1.01","EUR"
"14.05.2024 23:00 - 15.05.2024 00:00","-0.21","EUR"
"15.05.2024 00:00 - 15.05.2024 01:00","-0.16","EUR"
"15.05.2024 01:00 - 15.05.2024 02:00","-0.15","EUR"
"15.05.2024 02:00 - 15.05.2024 03:00","-0.11","EUR"
"15.05.2024 03:00 - 15.05.2024 04:00","-0.05","EUR"
"15.05.2024 04:00 - 15.05.2024 05:00","0.21","EUR"
"15.05.2024 05:00 - 15.05.2024 06:00","5.46","EUR"
"15.05.2024 06:00 - 15.05.2024 07:00","17.39","EUR"
"15.05.2024 07:00 - 15.05.2024 08:00","37.89","EUR"
"15.05.2024 08:00 - 15.05.2024 09:00","25.63","EUR"
"15.05.2024 09:00 - 15.05.2024 10:00","7.06","EUR"
"15.05.2024 10:00 - 15.05.2024 11:00","0.22","EUR"
"15.05.2024 11:00 - 15.05.2024 12:00","-0.93","EUR"
"15.05.2024 12:00 - 15.05.2024 13:00","-1.05","EUR"
"15.05.2024 13:00 - 15.05.2024 14:00","-0.95","EUR"
"15.05.2024 14:00 - 15.05.2024 15:00","-0.09","EUR"
"15.05.2024 15:00 - 15.05.2024 16:00","1.73","EUR"
"15.05.2024 16:00 - 15.05.2024 17:00","6.95","EUR"
"15.05.2024 17:00 - 15.05.2024 18:00","13.21","EUR"
"15.05.2024 18:00 - 15.05.2024 19:00","12.11","EUR"
"15.05.2024 19:00 - 15.05.2024 20:00","6.63","EUR"
"15.05.2024 20:00 - 15.05.2024 21:00","8.71","EUR"
"15.05.2024 21:00 - 15.05.2024 22:00","8.19","EUR"
"15.05.2024 22:00 - 15.05.2024 23:00","6.03","EUR"
"15.05.2024 23:00 - 16.05.2024 00:00","1.51","EUR"
"16.05.2024 00:00 - 16.05.2024 01:00","2.73","EUR"
"16.05.2024 01:00 - 16.05.2024 02:00","3.36","EUR"
"16.05.2024 02:00 - 16.05.2024 03:00","4.51","EUR"
"16.05.2024 03:00 - 16.05.2024 04:00","6.87","EUR"
"16.05.2024 04:00 - 16.05.2024 05:00","17.2","EUR"
"16.05.2024 05:00 - 16.05.2024 06:00","83.95","EUR"
"16.05.2024 06:00 - 16.05.2024 07:00","149.99","EUR"
"16.05.2024 07:00 - 16.05.2024 08:00","90.04","EUR"
"16.05.2024 08:00 - 16.05.2024 09:00","76.19","EUR"
"16.05.2024 09:00 - 16.05.2024 10:00","15.0","EUR"
"16.05.2024 10:00 - 16.05.2024 11:00","36.94","EUR"
"16.05.2024 11:00 - 16.05.2024 12:00","42.02","EUR"
"16.05.2024 12:00 - 16.05.2024 13:00","6.57","EUR"
"16.05.2024 13:00 - 16.05.2024 14:00","9.07","EUR"
"16.05.2024 14:00 - 16.05.2024 15:00","4.66","EUR"
"16.05.2024 15:00 - 16.05.2024 16:00","38.77","EUR"
"16.05.2024 16:00 - 16.05.2024 17:00","80.02","EUR"
"16.05.2024 17:00 - 16.05.2024 18:00","130.05","EUR"
"16.05.2024 18:00 - 16.05.2024 19:00","150.0","EUR"
"16.05.2024 19:00 - 16.05.2024 20:00","91.89","EUR"
"16.05.2024 20:00 - 16.05.2024 21:00","114.48","EUR"
"16.05.2024 21:00 - 16.05.2024 22:00","84.27","EUR"
"16.05.2024 22:00 - 16.05.2024 23:00","4.3","EUR"
"16.05.2024 23:00 - 17.05.2024 00:00","3.3","EUR"
"17.05.2024 00:00 - 17.05.2024 01:00","2.86","EUR"
"17.05.2024 01:00 - 17.05.2024 02:00","2.81","EUR"
"17.05.2024 02:00 - 17.05.2024 03:00","2.82","EUR"
"17.05.2024 03:00 - 17.05.2024 04:00","3.48","EUR"
"17.05.2024 04:00 - 17.05.2024 05:00","10.36","EUR"
"17.05.2024 05:00 - 17.05.2024 06:00","34.06","EUR"
"17.05.2024 06:00 - 17.05.2024 07:00","65.3","EUR"
"17.05.2024 07:00 - 17.05.2024 08:00","69.65","EUR"
"17.05.2024 08:00 - 17.05.2024 09:00","35.95","EUR"
"17.05.2024 09:00 - 17.05.2024 10:00","11.18","EUR"
"17.05.2024 10:00 - 17.05.2024 11:00","4.21","EUR"
"17.05.2024 11:00 - 17.05.2024 12:00","2.95","EUR"
"17.05.2024 12:00 - 17.05.2024 13:00","1.93","EUR"
"17.05.2024 13:00 - 17.05.2024 14:00","1.25","EUR"
"17.05.2024 14:00 - 17.05.2024 15:00","2.48","EUR"
"17.05.2024 15:00 - 17.05.2024 16:00","3.28","EUR"
"17.05.2024 16:00 - 17.05.2024 17:00","4.98","EUR"
"17.05.2024 17:00 - 17.05.2024 18:00","7.16","EUR"
"17.05.2024 18:00 - 17.05.2024 19:00","5.89","EUR"
"17.05.2024 19:00 - 17.05.2024 20:00","4.13","EUR"
"17.05.2024 20:00 - 17.05.2024 21:00","1.24","EUR"
"17.05.2024 21:00 - 17.05.2024 22:00","-0.09","EUR"
"17.05.2024 22:00 - 17.05.2024 23:00","-1.6","EUR"
"17.05.2024 23:00 - 18.05.2024 00:00","-1.01","EUR"
"18.05.2024 00:00 - 18.05.2024 01:00","-2.01","EUR"
"18.05.2024 01:00 - 18.05.2024 02:00","-2.65","EUR"
"18.05.2024 02:00 - 18.05.2024 03:00","-3.01","EUR"
"18.05.2024 03:00 - 18.05.2024 04:00","-3.01","EUR"
"18.05.2024 04:00 - 18.05.2024 05:00","-2.49","EUR"
"18.05.2024 05:00 - 18.05.2024 06:00","-1.56","EUR"
"18.05.2024 06:00 - 18.05.2024 07:00","-0.05","EUR"
"18.05.2024 07:00 - 18.05.2024 08:00","0.01","EUR"
"18.05.2024 08:00 - 18.05.2024 09:00","-0.08","EUR"
"18.05.2024 09:00 - 18.05.2024 10:00","-1.01","EUR"
"18.05.2024 10:00 - 18.05.2024 11:00","-1.77","EUR"
"18.05.2024 11:00 - 18.05.2024 12:00","-1.8","EUR"
"18.05.2024 12:00 - 18.05.2024 13:00","-2.0","EUR"
"18.05.2024 13:00 - 18.05.2024 14:00","-2.79","EUR"
"18.05.2024 14:00 - 18.05.2024 15:00","-1.92","EUR"
"18.05.2024 15:00 - 18.05.2024 16:00","-1.01","EUR"
"18.05.2024 16:00 - 18.05.2024 17:00","-0.11","EUR"
"18.05.2024 17:00 - 18.05.2024 18:00","-0.09","EUR"
"18.05.2024 18:00 - 18.05.2024 19:00","-0.11","EUR"
"18.05.2024 19:00 - 18.05.2024 20:00","-1.76","EUR"
"18.05.2024 20:00 - 18.05.2024 21:00","-2.0","EUR"
"18.05.2024 21:00 - 18.05.2024 22:00","-2.48","EUR"
"18.05.2024 22:00 - 18.05.2024 23:00","-5.01","EUR"
"18.05.2024 23:00 - 19.05.2024 00:00","-6.58","EUR"
"19.05.2024 00:00 - 19.05.2024 01:00","-6.59","EUR"
"19.05.2024 01:00 - 19.05.2024 02:00","-6.95","EUR"
"19.05.2024 02:00 - 19.05.2024 03:00","-5.01","EUR"
"19.05.2024 03:00 - 19.05.2024 04:00","-3.0","EUR"
"19.05.2024 04:00 - 19.05.2024 05:00","-1.76","EUR"
"19.05.2024 05:00 - 19.05.2024 06:00","0.0","EUR"
"19.05.2024 06:00 - 19.05.2024 07:00","3.17","EUR"
"19.05.2024 07:00 - 19.05.2024 08:00","5.05","EUR"
"19.05.2024 08:00 - 19.05.2024 09:00","2.91","EUR"
"19.05.2024 09:00 - 19.05.2024 10:00","-0.03","EUR"
"19.05.2024 10:00 - 19.05.2024 11:00","-0.18","EUR"
"19.05.2024 11:00 - 19.05.2024 12:00","-2.06","EUR"
"19.05.2024 12:00 - 19.05.2024 13:00","-7.41","EUR"
"19.05.2024 13:00 - 19.05.2024 14:00","-15.07","EUR"
"19.05.2024 14:00 - 19.05.2024 15:00","-10.0","EUR"
"19.05.2024 15:00 - 19.05.2024 16:00","-3.79","EUR"
"19.05.2024 16:00 - 19.05.2024 17:00","-0.06","EUR"
"19.05.2024 17:00 - 19.05.2024 18:00","0.01","EUR"
"19.05.2024 18:00 - 19.05.2024 19:00","-0.01","EUR"
"19.05.2024 19:00 - 19.05.2024 20:00","-0.01","EUR"
"19.05.2024 20:00 - 19.05.2024 21:00","0.0","EUR"
"19.05.2024 21:00 - 19.05.2024 22:00","-0.02","EUR"
"19.05.2024 22:00 - 19.05.2024 23:00","-0.31","EUR"
"19.05.2024 23:00 - 20.05.2024 00:00","-0.3","EUR"
"20.05.2024 00:00 - 20.05.2024 01:00","-0.1","EUR"
"20.05.2024 01:00 - 20.05.2024 02:00","-0.03","EUR"
"20.05.2024 02:00 - 20.05.2024 03:00","0.01","EUR"
"20.05.2024 03:00 - 20.05.2024 04:00","1.41","EUR"
"20.05.2024 04:00 - 20.05.2024 05:00","4.94","EUR"
"20.05.2024 05:00 - 20.05.2024 06:00","10.44","EUR"
"20.05.2024 06:00 - 20.05.2024 07:00","30.01","EUR"
"20.05.2024 07:00 - 20.05.2024 08:00","33.98","EUR"
"20.05.2024 08:00 - 20.05.2024 09:00","29.38","EUR"
"20.05.2024 09:00 - 20.05.2024 10:00","12.41","EUR"
"20.05.2024 10:00 - 20.05.2024 11:00","6.06","EUR"
"20.05.2024 11:00 - 20.05.2024 12:00","2.41","EUR"
"20.05.2024 12:00 - 20.05.2024 13:00","0.01","EUR"
"20.05.2024 13:00 - 20.05.2024 14:00","0.02","EUR"
"20.05.2024 14:00 - 20.05.2024 15:00","3.73","EUR"
"20.05.2024 15:00 - 20.05.2024 16:00","9.42","EUR"
"20.05.2024 16:00 - 20.05.2024 17:00","26.77","EUR"
"20.05.2024 17:00 - 20.05.2024 18:00","31.78","EUR"
"20.05.2024 18:00 - 20.05.2024 19:00","33.97","EUR"
"20.05.2024 19:00 - 20.05.2024 20:00","33.35","EUR"
"20.05.2024 20:00 - 20.05.2024 21:00","30.46","EUR"
"20.05.2024 21:00 - 20.05.2024 22:00","22.28","EUR"
"20.05.2024 22:00 - 20.05.2024 23:00","9.94","EUR"
"20.05.2024 23:00 - 21.05.2024 00:00","8.87","EUR"
"21.05.2024 00:00 - 21.05.2024 01:00","7.67","EUR"
"21.05.2024 01:00 - 21.05.2024 02:00","6.34","EUR"
"21.05.2024 02:00 - 21.05.2024 03:00","5.7","EUR"
"21.05.2024 03:00 - 21.05.2024 04:00","7.56","EUR"
"21.05.2024 04:00 - 21.05.2024 05:00","12.99","EUR"
"21.05.2024 05:00 - 21.05.2024 06:00","32.68","EUR"
"21.05.2024 06:00 - 21.05.2024 07:00","49.49","EUR"
